"ID"	"Expanded Description"	
"12182"	"Turkey - Other - Apron Management Service Provider"	
"8182"	"Turkey - Other - Maintenance organisation"	
"6182"	"Turkey - Other - Aircraft operator"	
"183"	"Turkmenistan"	
"1183"	"Turkmenistan - AIB"	
"2183"	"Turkmenistan - CAA"	
"5183"	"Turkmenistan - Other"	
"100324"	"Turkmenistan - Other - Production organisation"	
"100532"	"Turkmenistan - Other - Flight Crew Training organisation"	
"100740"	"Turkmenistan - Other - Flight Information Service Provider"	
"100948"	"Turkmenistan - Other - Continuous airworthiness monitoring organisation"	
"101156"	"Turkmenistan - Other - Ground handling organisation"	
"101364"	"Turkmenistan - Other - Individuals"	
"7183"	"Turkmenistan - Other - Design organisation"	
"10183"	"Turkmenistan - Other - Aerodrome operator"	
"11183"	"Turkmenistan - Other - ATM equipment maintenance organisation"	
"9183"	"Turkmenistan - Other - Air Navigation Service Provider"	
"12183"	"Turkmenistan - Other - Apron Management Service Provider"	
"8183"	"Turkmenistan - Other - Maintenance organisation"	
"6183"	"Turkmenistan - Other - Aircraft operator"	
"100029"	"Turks and Caicos Islands"	
"100108"	"Turks and Caicos Islands - AIB"	
"100109"	"Turks and Caicos Islands - CAA"	
"100110"	"Turks and Caicos Islands - Other"	
"100325"	"Turks and Caicos Islands - Other - Production organisation"	
"100533"	"Turks and Caicos Islands - Other - Flight Crew Training organisation"	
"100741"	"Turks and Caicos Islands - Other - Flight Information Service Provider"	
"100949"	"Turks and Caicos Islands - Other - Continuous airworthiness monitoring organisation"	
"101157"	"Turks and Caicos Islands - Other - Ground handling organisation"	
"101365"	"Turks and Caicos Islands - Other - Individuals"	
"100111"	"Turks and Caicos Islands - Other - Design organisation"	
"100113"	"Turks and Caicos Islands - Other - Aerodrome operator"	
"100114"	"Turks and Caicos Islands - Other - ATM equipment maintenance organisation"	
"100115"	"Turks and Caicos Islands - Other - Air Navigation Service Provider"	
"100116"	"Turks and Caicos Islands - Other - Apron Management Service Provider"	
"100117"	"Turks and Caicos Islands - Other - Maintenance organisation"	
"100118"	"Turks and Caicos Islands - Other - Aircraft operator"	
"184"	"Tuvalu"	
"1184"	"Tuvalu - AIB"	
"2184"	"Tuvalu - CAA"	
"5184"	"Tuvalu - Other"	
"100326"	"Tuvalu - Other - Production organisation"	
"100534"	"Tuvalu - Other - Flight Crew Training organisation"	
"100742"	"Tuvalu - Other - Flight Information Service Provider"	
"100950"	"Tuvalu - Other - Continuous airworthiness monitoring organisation"	
"101158"	"Tuvalu - Other - Ground handling organisation"	
"101366"	"Tuvalu - Other - Individuals"	
"7184"	"Tuvalu - Other - Design organisation"	
"10184"	"Tuvalu - Other - Aerodrome operator"	
"11184"	"Tuvalu - Other - ATM equipment maintenance organisation"	
"9184"	"Tuvalu - Other - Air Navigation Service Provider"	
"12184"	"Tuvalu - Other - Apron Management Service Provider"	
"8184"	"Tuvalu - Other - Maintenance organisation"	
"6184"	"Tuvalu - Other - Aircraft operator"	
"185"	"Uganda"	
"1185"	"Uganda - AIB"	
"2185"	"Uganda - CAA"	
"5185"	"Uganda - Other"	
"100327"	"Uganda - Other - Production organisation"	
"100535"	"Uganda - Other - Flight Crew Training organisation"	
"100743"	"Uganda - Other - Flight Information Service Provider"	
"100951"	"Uganda - Other - Continuous airworthiness monitoring organisation"	
"101159"	"Uganda - Other - Ground handling organisation"	
"101367"	"Uganda - Other - Individuals"	
"7185"	"Uganda - Other - Design organisation"	
"10185"	"Uganda - Other - Aerodrome operator"	
"11185"	"Uganda - Other - ATM equipment maintenance organisation"	
"9185"	"Uganda - Other - Air Navigation Service Provider"	
"12185"	"Uganda - Other - Apron Management Service Provider"	
"8185"	"Uganda - Other - Maintenance organisation"	
"6185"	"Uganda - Other - Aircraft operator"	
"186"	"Ukraine"	
"1186"	"Ukraine - AIB"	
"2186"	"Ukraine - CAA"	
"5186"	"Ukraine - Other"	
"100328"	"Ukraine - Other - Production organisation"	
"100536"	"Ukraine - Other - Flight Crew Training organisation"	
"100744"	"Ukraine - Other - Flight Information Service Provider"	
"100952"	"Ukraine - Other - Continuous airworthiness monitoring organisation"	
"101160"	"Ukraine - Other - Ground handling organisation"	
"101368"	"Ukraine - Other - Individuals"	
"7186"	"Ukraine - Other - Design organisation"	
"10186"	"Ukraine - Other - Aerodrome operator"	
"11186"	"Ukraine - Other - ATM equipment maintenance organisation"	
"9186"	"Ukraine - Other - Air Navigation Service Provider"	
"12186"	"Ukraine - Other - Apron Management Service Provider"	
"8186"	"Ukraine - Other - Maintenance organisation"	
"6186"	"Ukraine - Other - Aircraft operator"	
"187"	"United Arab Emirates"	
"1187"	"United Arab Emirates - AIB"	
"2187"	"United Arab Emirates - CAA"	
"5187"	"United Arab Emirates - Other"	
"100329"	"United Arab Emirates - Other - Production organisation"	
"100537"	"United Arab Emirates - Other - Flight Crew Training organisation"	
"100745"	"United Arab Emirates - Other - Flight Information Service Provider"	
"100953"	"United Arab Emirates - Other - Continuous airworthiness monitoring organisation"	
"101161"	"United Arab Emirates - Other - Ground handling organisation"	
"101369"	"United Arab Emirates - Other - Individuals"	
"7187"	"United Arab Emirates - Other - Design organisation"	
"10187"	"United Arab Emirates - Other - Aerodrome operator"	
"11187"	"United Arab Emirates - Other - ATM equipment maintenance organisation"	
"9187"	"United Arab Emirates - Other - Air Navigation Service Provider"	
"12187"	"United Arab Emirates - Other - Apron Management Service Provider"	
"8187"	"United Arab Emirates - Other - Maintenance organisation"	
"6187"	"United Arab Emirates - Other - Aircraft operator"	
"188"	"United Kingdom"	
"1188"	"United Kingdom - AAIB"	
"2188"	"United Kingdom - CAA"	
"5188"	"United Kingdom - Other"	
"100330"	"United Kingdom - Other - Production organisation"	
"100538"	"United Kingdom - Other - Flight Crew Training organisation"	
"100746"	"United Kingdom - Other - Flight Information Service Provider"	
"100954"	"United Kingdom - Other - Continuous airworthiness monitoring organisation"	
"101162"	"United Kingdom - Other - Ground handling organisation"	
"101370"	"United Kingdom - Other - Individuals"	
"7188"	"United Kingdom - Other - Design organisation"	
"10188"	"United Kingdom - Other - Aerodrome operator"	
"11188"	"United Kingdom - Other - ATM equipment maintenance organisation"	
"9188"	"United Kingdom - Other - Air Navigation Service Provider"	
"12188"	"United Kingdom - Other - Apron Management Service Provider"	
"8188"	"United Kingdom - Other - Maintenance organisation"	
"6188"	"United Kingdom - Other - Aircraft operator"	
"189"	"United States"	
"2189"	"United States - FAA"	
"1189"	"United States - NTSB"	
"5189"	"United States - Other"	
"100331"	"United States - Other - Production organisation"	
"100539"	"United States - Other - Flight Crew Training organisation"	
"100747"	"United States - Other - Flight Information Service Provider"	
"100955"	"United States - Other - Continuous airworthiness monitoring organisation"	
"101163"	"United States - Other - Ground handling organisation"	
"101371"	"United States - Other - Individuals"	
"7189"	"United States - Other - Design organisation"	
"10189"	"United States - Other - Aerodrome operator"	
"11189"	"United States - Other - ATM equipment maintenance organisation"	
"9189"	"United States - Other - Air Navigation Service Provider"	
"12189"	"United States - Other - Apron Management Service Provider"	
"8189"	"United States - Other - Maintenance organisation"	
"6189"	"United States - Other - Aircraft operator"	
"190"	"Uruguay"	
"1190"	"Uruguay - AIB"	
"2190"	"Uruguay - CAA"	
"5190"	"Uruguay - Other"	
"100332"	"Uruguay - Other - Production organisation"	
"100540"	"Uruguay - Other - Flight Crew Training organisation"	
"100748"	"Uruguay - Other - Flight Information Service Provider"	
"100956"	"Uruguay - Other - Continuous airworthiness monitoring organisation"	
"101164"	"Uruguay - Other - Ground handling organisation"	
"101372"	"Uruguay - Other - Individuals"	
"7190"	"Uruguay - Other - Design organisation"	
"10190"	"Uruguay - Other - Aerodrome operator"	
"11190"	"Uruguay - Other - ATM equipment maintenance organisation"	
"9190"	"Uruguay - Other - Air Navigation Service Provider"	
"12190"	"Uruguay - Other - Apron Management Service Provider"	
"8190"	"Uruguay - Other - Maintenance organisation"	
"6190"	"Uruguay - Other - Aircraft operator"	
"191"	"Uzbekistan"	
"1191"	"Uzbekistan - AIB"	
"2191"	"Uzbekistan - CAA"	
"5191"	"Uzbekistan - Other"	
"100333"	"Uzbekistan - Other - Production organisation"	
"100541"	"Uzbekistan - Other - Flight Crew Training organisation"	
"100749"	"Uzbekistan - Other - Flight Information Service Provider"	
"100957"	"Uzbekistan - Other - Continuous airworthiness monitoring organisation"	
"101165"	"Uzbekistan - Other - Ground handling organisation"	
"101373"	"Uzbekistan - Other - Individuals"	
"7191"	"Uzbekistan - Other - Design organisation"	
"10191"	"Uzbekistan - Other - Aerodrome operator"	
"11191"	"Uzbekistan - Other - ATM equipment maintenance organisation"	
"9191"	"Uzbekistan - Other - Air Navigation Service Provider"	
"12191"	"Uzbekistan - Other - Apron Management Service Provider"	
"8191"	"Uzbekistan - Other - Maintenance organisation"	
"6191"	"Uzbekistan - Other - Aircraft operator"	
"192"	"Vanuatu"	
"1192"	"Vanuatu - AIB"	
"2192"	"Vanuatu - CAA"	
"5192"	"Vanuatu - Other"	
"100334"	"Vanuatu - Other - Production organisation"	
"100542"	"Vanuatu - Other - Flight Crew Training organisation"	
"100750"	"Vanuatu - Other - Flight Information Service Provider"	
"100958"	"Vanuatu - Other - Continuous airworthiness monitoring organisation"	
"101166"	"Vanuatu - Other - Ground handling organisation"	
"101374"	"Vanuatu - Other - Individuals"	
"7192"	"Vanuatu - Other - Design organisation"	
"10192"	"Vanuatu - Other - Aerodrome operator"	
"11192"	"Vanuatu - Other - ATM equipment maintenance organisation"	
"9192"	"Vanuatu - Other - Air Navigation Service Provider"	
"12192"	"Vanuatu - Other - Apron Management Service Provider"	
"8192"	"Vanuatu - Other - Maintenance organisation"	
"6192"	"Vanuatu - Other - Aircraft operator"	
"193"	"Venezuela"	
"1193"	"Venezuela - AIB"	
"2193"	"Venezuela - CAA"	
"5193"	"Venezuela - Other"	
"100335"	"Venezuela - Other - Production organisation"	
"100543"	"Venezuela - Other - Flight Crew Training organisation"	
"100751"	"Venezuela - Other - Flight Information Service Provider"	
"100959"	"Venezuela - Other - Continuous airworthiness monitoring organisation"	
"101167"	"Venezuela - Other - Ground handling organisation"	
"101375"	"Venezuela - Other - Individuals"	
"7193"	"Venezuela - Other - Design organisation"	
"10193"	"Venezuela - Other - Aerodrome operator"	
"11193"	"Venezuela - Other - ATM equipment maintenance organisation"	
"9193"	"Venezuela - Other - Air Navigation Service Provider"	
"12193"	"Venezuela - Other - Apron Management Service Provider"	
"8193"	"Venezuela - Other - Maintenance organisation"	
"6193"	"Venezuela - Other - Aircraft operator"	
"194"	"Vietnam"	
"1194"	"Vietnam - AIB"	
"2194"	"Vietnam - CAA"	
"5194"	"Vietnam - Other"	
"100336"	"Vietnam - Other - Production organisation"	
"100544"	"Vietnam - Other - Flight Crew Training organisation"	
"100752"	"Vietnam - Other - Flight Information Service Provider"	
"100960"	"Vietnam - Other - Continuous airworthiness monitoring organisation"	
"101168"	"Vietnam - Other - Ground handling organisation"	
"101376"	"Vietnam - Other - Individuals"	
"7194"	"Vietnam - Other - Design organisation"	
"10194"	"Vietnam - Other - Aerodrome operator"	
"11194"	"Vietnam - Other - ATM equipment maintenance organisation"	
"9194"	"Vietnam - Other - Air Navigation Service Provider"	
"12194"	"Vietnam - Other - Apron Management Service Provider"	
"8194"	"Vietnam - Other - Maintenance organisation"	
"6194"	"Vietnam - Other - Aircraft operator"	
"100030"	"Virgin Islands (UK)"	
"100119"	"Virgin Islands (UK) - AIB"	
"100120"	"Virgin Islands (UK) - CAA"	
"100121"	"Virgin Islands (UK) - Other"	
"100337"	"Virgin Islands (UK) - Other - Production organisation"	
"100545"	"Virgin Islands (UK) - Other - Flight Crew Training organisation"	
"100753"	"Virgin Islands (UK) - Other - Flight Information Service Provider"	
"100961"	"Virgin Islands (UK) - Other - Continuous airworthiness monitoring organisation"	
"101169"	"Virgin Islands (UK) - Other - Ground handling organisation"	
"101377"	"Virgin Islands (UK) - Other - Individuals"	
"100122"	"Virgin Islands (UK) - Other - Design organisation"	
"100124"	"Virgin Islands (UK) - Other - Aerodrome operator"	
"100125"	"Virgin Islands (UK) - Other - ATM equipment maintenance organisation"	
"100126"	"Virgin Islands (UK) - Other - Air Navigation Service Provider"	
"100127"	"Virgin Islands (UK) - Other - Apron Management Service Provider"	
"100128"	"Virgin Islands (UK) - Other - Maintenance organisation"	
"100129"	"Virgin Islands (UK) - Other - Aircraft operator"	
"195"	"Yemen"	
"1195"	"Yemen - AIB"	
"2195"	"Yemen - CAA"	
"5195"	"Yemen - Other"	
"100338"	"Yemen - Other - Production organisation"	
"100546"	"Yemen - Other - Flight Crew Training organisation"	
"100754"	"Yemen - Other - Flight Information Service Provider"	
"100962"	"Yemen - Other - Continuous airworthiness monitoring organisation"	
"101170"	"Yemen - Other - Ground handling organisation"	
"101378"	"Yemen - Other - Individuals"	
"7195"	"Yemen - Other - Design organisation"	
"10195"	"Yemen - Other - Aerodrome operator"	
"11195"	"Yemen - Other - ATM equipment maintenance organisation"	
"9195"	"Yemen - Other - Air Navigation Service Provider"	
"12195"	"Yemen - Other - Apron Management Service Provider"	
"8195"	"Yemen - Other - Maintenance organisation"	
"6195"	"Yemen - Other - Aircraft operator"	
"196"	"Zambia"	
"1196"	"Zambia - AIB"	
"2196"	"Zambia - CAA"	
"5196"	"Zambia - Other"	
"100339"	"Zambia - Other - Production organisation"	
"100547"	"Zambia - Other - Flight Crew Training organisation"	
"100755"	"Zambia - Other - Flight Information Service Provider"	
"100963"	"Zambia - Other - Continuous airworthiness monitoring organisation"	
"101171"	"Zambia - Other - Ground handling organisation"	
"101379"	"Zambia - Other - Individuals"	
"7196"	"Zambia - Other - Design organisation"	
"10196"	"Zambia - Other - Aerodrome operator"	
"11196"	"Zambia - Other - ATM equipment maintenance organisation"	
"9196"	"Zambia - Other - Air Navigation Service Provider"	
"12196"	"Zambia - Other - Apron Management Service Provider"	
"8196"	"Zambia - Other - Maintenance organisation"	
"6196"	"Zambia - Other - Aircraft operator"	
"197"	"Zimbabwe"	
"1197"	"Zimbabwe - AIB"	
"2197"	"Zimbabwe - CAA"	
"5197"	"Zimbabwe - Other"	
"100340"	"Zimbabwe - Other - Production organisation"	
"100548"	"Zimbabwe - Other - Flight Crew Training organisation"	
"100756"	"Zimbabwe - Other - Flight Information Service Provider"	
"100964"	"Zimbabwe - Other - Continuous airworthiness monitoring organisation"	
"101172"	"Zimbabwe - Other - Ground handling organisation"	
"101380"	"Zimbabwe - Other - Individuals"	
"7197"	"Zimbabwe - Other - Design organisation"	
"10197"	"Zimbabwe - Other - Aerodrome operator"	
"11197"	"Zimbabwe - Other - ATM equipment maintenance organisation"	
